storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
48d82e0b-e3f8-41e6-97da-6a68b981142f,Penghindaran pajak,Jimmy berada di batu dan tempat yang sulit.,"Dia baru saja menceraikan istrinya, dan diberhentikan dari pekerjaannya.","Lebih buruk lagi, IRS mengejar ribuan pajak.",Untungnya baginya - Jimmy memiliki akuntan yang sedikit tidak etis.,Dia bisa menyembunyikan sebagian uangnya di akun lepas pantai.
8f057f40-ab00-4f3c-a0f1-0c4603969313,Kakak ipar yang tidak disukai,Rob menikah dengan seorang wanita bernama Vicky.,Dia memiliki 4 saudara perempuan dan dia benar -benar ingin mereka menyukainya.,Mereka semua sepakat untuk memberinya kesempatan yang adil dalam keluarga.,"Tapi Vicky manipulatif, berkaitan dan jahat bagi semua orang.",Jadi sayangnya dia adalah saudara ipar yang tidak disukai siapa pun.
75b6d0d1-13f1-44c5-a3e3-37d59ee4a307,Perceraian setelah kehilangan,Lorry dan Manny menikah dengan bahagia selama 10 tahun dengan 3 anak.,"Sayangnya, satu tahun mereka kehilangan putra bungsu mereka karena kecelakaan mobil.",Kerugian itu sangat sulit untuk truk dan Manny tidak bisa menghiburnya.,"Seiring berlalunya waktu, mereka terus tumbuh terpisah.","Setelah 7 tahun kehilangan putra mereka, truk dan Manny bercerai."
ae20df67-bcdd-4c0f-bb0f-2f7594a8d3ab,Teman sekamar yang bercerai,Trish dan Kenny menikah selama 9 tahun.,"Tepat sebelum peringatan 10 tahun mereka, mereka mengajukan perceraian.",Perceraian mereka bersahabat dan mereka tetap berteman.,Mereka hidup dalam keadaan mahal dan tidak mampu hidup terpisah.,"Setelah perceraian mereka, mereka menjadi teman sekamar dengan kamar tidur mereka sendiri."
4fa04f0c-c467-4508-b3fd-2e13fc92eb3c,Tatanan rambut baru,Kim baru -baru ini bercerai dari suaminya.,Dia merasa seperti dia membutuhkan perubahan besar dalam hidup.,Dia meminta teman penata rambutnya untuk memberinya uang baru.,"Setelah beberapa menit memotong, temannya mengungkapkan tampilan itu.",Kim sangat senang dengan A-line Bob barunya.
152e459b-f68a-4925-b18f-b594dd0baed8,Mata keranjang,"Tumbuh, Chris tidak pernah beruntung dengan para wanita.","Dia sedikit canggung, dan tidak terlalu populer.","Meskipun demikian, jauh di lubuk hati Chris adalah orang yang sangat baik.",Tidak sampai kuliah gadis cantik bernama Aimee memperhatikan hal ini.,Keduanya mulai berkencan dan telah bersama sejak saat itu.
87a88c73-629f-4d46-9824-cf3b08bfce06,Gadis Kecil Mindy,Mindy punya anak kecil yang dia cintai.,Ketika dia bercerai suaminya mendapat hak asuh atas putra mereka.,Mindy sangat kesepian.,Dia memutuskan untuk memiliki bayi lagi.,Dia baru -baru ini memiliki bayi perempuan yang dia cintai.
d5cbe0f9-e4b9-4d79-8418-c53255656fa5,Pria yang sempurna,Cara jatuh cinta pada Warren pada pandangan pertama.,Warren merasakannya juga saat dia bertemu Cara.,Bahkan mereka berdua sangat senang dengan prospek berkencan.,"Tetapi ketika Warren mengeluarkan sebatang rokok di sakunya, dia membeku.",Dan pria impian Cara menghilang dalam kepulan asap.
4082e282-af6a-43a0-aeb1-7469b9dfefe4,Adil,Pameran itu ada di kota dan Martha telah menabung untuk pergi.,Dia pergi malam itu dengan temannya Kim.,Kim dan Martha pergi ke tenda gipsi untuk diceritakan masa depan mereka.,Gipsi memberi tahu Kim bahwa dia akan segera memiliki bayi.,Kim terkejut karena dia baru berusia lima belas tahun dan tidak berkencan.
9ada0836-dedd-4f4f-a018-cba8a9c81dbf,Twyla dan Tula Twine,Si kembar benang tidak tetap berhubungan setelah lulus.,"Twyla menikah dengan seorang pria yang dia temui tahun berikutnya, dan mereka memulai sebuah keluarga.","Tula menjadi ratu narkoba, dan memiliki harga di kepalanya.","Suatu hari Twyla menghilang, tidak pernah terdengar lagi.","Keluarganya tidak memperhatikan, karena Tula cocok."
05db7221-042b-4ff6-bc86-a80f52eb1515,BF nasib buruk,Teman saya Freya tidak pernah menikah.,Dia selalu berkencan dengan pria yang salah.,Pacar terbarunya tampak menarik dan mereka hidup bersama.,"Pada 2013, dia menangkapnya selingkuh dan mengusirnya.",Dia tidak punya pacar sejak itu.
f8b54d2f-088d-4f7f-8b7a-c54fe9ecda57,Perceraian,Mark dan Olivia telah banyak bertarung.,Mark memutuskan dia siap untuk bercerai.,Dia mengajukan dokumen di gedung pengadilan.,Olivia dihancurkan.,Dia pikir mereka akan kembali bersama.
d9c75d84-c02d-4e5a-8fc9-b5d34a02ed6e,Pernikahan Cape Cod,Teman sekamar lama putri saya menikah baru -baru ini.,Putri saya berkendara dari NYC ke Cape Cod.,Butuh tujuh jam karena lalu lintas.,Drive kembali memakan waktu enam jam.,"Dia kelelahan, saat dia hamil."
714b10b3-f90e-499e-a409-ddf0945db7f0,Akan bercerai,Tom dan Jane menikah beberapa tahun.,Hubungan mereka menjadi basi.,Tidak ada lagi yang merasakan cinta satu sama lain.,Mereka memutuskan untuk bercerai dengan baik.,Itu membuat stres tapi perlu.
666fa9a5-f901-49c6-9dec-9b1714091df6,Pengkhianatan,Pacar Jack patah hati.,Dia telah mencium sahabatnya!,Dia mengatakan kepada mereka bahwa dia tidak ingin berbicara dengan salah satu dari mereka lagi.,Jack sangat marah pada dirinya sendiri.,Dia tahu dia membuat kesalahan besar.
b7093c8e-6342-4dbf-ac86-50aa732b7f2b,Tiri tiri,Ayah Rachel menikah lagi dengan wanita yang mengerikan.,Rachel memanggilnya ibu tirinya yang jahat.,Dia memohon ayahnya untuk menceraikannya.,Sang ayah yakin istri barunya adalah wanita yang hebat.,Rachel melarikan diri dari rumah untuk melarikan diri.
f875028d-639b-4d51-918f-d94f4dc088bb,Pernikahan,Josh ingin menikah di gereja masa kecilnya.,Dia meyakinkan tunangannya untuk melanjutkan rencana.,Pada hari pernikahan dia bersenang -senang.,Dia senang melihat pendeta lamanya dan teman -teman gereja lamanya.,Josh memiliki pernikahan mimpinya.
df270447-2f73-4fec-a1fb-500bcf4337b2,Diet,Sahabat Lindsey akan menikah dalam beberapa bulan.,"Tidak mengherankan, temannya memintanya untuk menjadi pelayan kehormatan.","Tentu saja Lindsey setuju, tetapi dia khawatir tentang berat badannya.",Dia diet dan berolahraga secara religius selama berbulan -bulan.,"Hari pernikahan, dia cocok dengan gaunnya dengan sempurna."
8375259f-c8f0-4967-83e2-b54c968cb82e,Mimpi.,Angel dan ibunya sedang duduk di meja sarapan berbicara.,Angel memberi tahu ibunya bahwa dia mengalami mimpi aneh malam sebelumnya.,Ibunya memintanya untuk memberitahunya tentang apa mimpi itu.,Angel memberi tahu ibunya bahwa mimpi itu tentang dia menikah.,Ibu Angel tertawa dan memberi tahu putrinya itu hanya mimpi.
9b435d71-8447-44c7-9bc8-334fe0e4c485,UUA,Saya belum pergi ke gereja sejak saya mengalami stroke pada tahun 2011.,Saya memutuskan untuk bergabung dengan gereja online.,Saya bergabung dengan Gereja Unitarian-Universalis.,Kami menikah di gereja UU.,Saya senang menjadi uu.
30fd5611-6062-4c8c-ace2-605de5c2b61c,Ultimatum,Holly ingin pacarnya menikahinya.,Dia memutuskan untuk memberinya ultimatum.,Dia bersikeras bahwa dia segera melamar atau mereka putus.,Dia sangat gugup mendengar tanggapannya.,"Untungnya, dia memilih untuk melamar saat itu juga."
95583958-33c5-4e48-99d6-968c5ed8adc6,Cinta lagi,Istri Jim meninggal ketika dia berusia lima puluh tahun.,"Sepuluh tahun kemudian, dia akhirnya bertemu wanita lain.",Mereka mulai berkencan dengan santai.,Segera mereka berdua sangat serius dalam cinta!,Jim sangat gembira ketika dia menerima proposal pernikahannya.
965d0789-81cd-4a6a-aee9-0fac6b4eadf2,Cuaca,Heather akan menikah di luar.,Dia memeriksa cuaca secara obsesif.,Dia sangat khawatir akan hujan!,Prakiraan cuaca terlihat cerah.,Heather sangat lega!
8fffd150-9d64-4cd9-b498-f4f0c65ba2c2,Panggilan telepon,Joe mendengar teleponnya berdering.,Itu adalah sahabatnya memanggilnya.,Teman itu punya kabar buruk.,Dia bercerai.,Joe memutuskan untuk mengundang temannya untuk menghiburnya.
fb6c0583-8ede-4b90-b7e1-6f2463703e68,Rencana pernikahan,Mary dan Evan bertunangan untuk menikah.,Mary ingin menikah di pantai di Hawaii.,Mereka memberi tahu teman -teman mereka tentang rencana mereka.,Sebagian besar teman mereka mengatakan bahwa mereka tidak dapat melakukan perjalanan ke Hawaii.,Mary dan Evan memutuskan untuk menikah di sebuah gereja di kota.
614b62dd-4325-4097-8d9a-a8df1542529a,Proposal setelah putus,Rob dan Chelsea berkencan selama 7 tahun.,"Dia ingin menikah tetapi dia tidak melakukannya, jadi mereka putus.",Rob mulai sangat merindukannya setelah 3 bulan terpisah.,Dia tahu bahwa satu -satunya cara untuk mendapatkannya kembali adalah menikahinya.,Jadi Rob membeli cincin dan melamar ke Chelsea yang dengan senang hati mengatakan ya!
01ba4ff7-d3b8-4294-99ab-66545320d55e,Tetapkan Tanggal Pernikahan,Fred melamar Susie.,Dia berkata ya.,Mereka berdua sangat bersemangat untuk menikah.,Tapi mereka tidak bisa memutuskan kencan.,Akhirnya mereka berkompromi untuk musim panas.
f79ce3d5-a8c5-4982-9684-5646f821bf79,Akun FB palsu,Teman saya Ann berselingkuh dengan pria yang sudah menikah.,Dia pecah jika pergi setelah istrinya tahu.,Istrinya baru -baru ini membuat akun FB dengan nama suaminya.,Dia ingin melihat siapa yang berteman dengan suaminya.,"Ann tidak pernah berteman dengan akun itu, mengetahui itu adalah jebakan."
6dfcdf12-5c92-4e68-91d9-f4b70fb9b1ae,100 lb. Penurunan Berat Badan,Rochelle selalu menjadi gadis berat setiap karena dia masih kecil.,Dia selalu bahagia dan berkata dia merasa nyaman dengan berat badannya.,Suatu hari suaminya mengatakan dia terlalu gemuk dan merasa tidak menarik.,Hari berikutnya dia meninggalkan suaminya dan mulai berdiet dan berolahraga.,Enam bulan kemudian Rochelle kehilangan 100 lbs dan mengajukan perceraian.
88843140-1242-42b2-9fed-bdf32f49b5fd,Pernikahan,Lane dan Lauren akan menikah.,Pernikahan dimulai dengan beberapa musik romantis.,"Kemudian, pengiring pengantin dan pengiring pria masuk.","Ketika mempelai wanita dan pengantin pria masuk, penonton bersorak.",Itu adalah hari yang menyenangkan dan berkesan bagi semua orang yang terlibat.
6e768aa3-cd9d-4fa8-b61a-18875ab89892,Proposal tidak begitu terkejut,Stephanie dan Xavier tanggal selama lima tahun.,Dia benar -benar ingin segera menikah.,Xavier mengejutkannya dan membawanya ke toko cincin.,Dia memilih cincin yang dia sukai.,Xavier mengusulkan malam itu setelah membeli cincin itu.
5f6379c7-6ca0-4320-a29f-1b16b89fb3cf,Pembunuhan oleh pacar,Stacy dan Steve berada di kelas 10 dan kencan.,Mereka sangat mencintai satu sama lain tetapi Steve mulai menjadi obsesif.,Stacy mengenali ini adalah masalah dan mencoba putus dengan Steve.,Tetapi Steve menolak untuk membiarkannya pergi dan mulai menguntitnya.,"Sayangnya, Steve akhirnya membunuh Stacy dan sekarang di penjara."
4a273531-6957-41f8-a5b5-05d3b5a2353e,Petani alpukat,Jonas menikmati menumbuhkan alpukatnya sendiri di halaman belakang rumahnya.,Dia memiliki banyak hektar sehingga dia memiliki kebebasan untuk merencanakan banyak orang.,Musim panen datang dan dia ingin mengambil buahnya.,"Ketika dia tiba di tanahnya, seluruh tempat parkir terbakar.",Jonas patah hati dan tidak pernah menanam pohon lagi.
37ca8ec2-de79-46a9-aa1f-6e8a8e169687,Pesta bujang,Tim akan menikah.,Teman -temannya ingin mengadakan pesta bujangan.,Tunangannya benar -benar menentangnya.,Tim tetap melakukannya di belakang punggungnya.,Tunangannya mencampakkannya sebelum pernikahan.
adf05c36-c322-48f6-94c0-373423363b2c,Cincin dua puluh tahun,"Ketika Charles dan Elizabeth menikah, mereka sangat miskin.",Charles tidak mampu membelikannya cincin pertunangan.,"Dia kecewa, tetapi Charles bekerja keras dan Elizabeth senang.","Pada peringatan 20 tahun mereka, Charles membelikannya cincin mahal.","Elizabeth sangat terkejut, tetapi dia mencintainya bahkan tanpa itu."
cee5f5e3-0d9f-4581-b97a-8629f435a416,Pada pandangan pertama,Joel adalah pria terbaik di Steven's Wedding.,Joel telah menyaksikan semua temannya menikah selama bertahun -tahun.,Dia tidak punya niat untuk menetap.,Dia bertemu dengan seorang wanita cantik di pernikahan yang memikirkan hal yang sama.,Joel menikah dengan wanita yang sama lebih dari setahun kemudian.
206c5cdc-560a-46ae-924f-778fff0cf43c,Satu malam berdiri beralih ke pernikahan,Renee suka melakukan banyak pesta di klub.,Suatu hari dia bertemu dengan seorang pria bernama Fred dan sangat tertarik padanya.,Dia akhirnya memiliki dudukan satu malam bersamanya dan tidur.,"Ketika dia bangun, dia merasa dia tidak pernah ingin meninggalkan sisinya.",Fred merasakan hal yang sama dan mereka menikah akhir pekan itu.
cd0a0583-ddce-4525-9049-b60cb22b79b0,Tes ayah,Fred secara singkat berkencan dengan seorang wanita muda yang berusia akhir tiga puluhan.,Fred dengan cepat putus dengannya dan mereka kehilangan kontak.,"Beberapa bulan kemudian, Fred mendengar bahwa dia telah melahirkan.",Fred terkejut mendapatkan surat -surat hukum yang menuduh dia adalah ayahnya.,Fred merasa beruntung ketika dia dibersihkan oleh tes ayah.
e141b893-b193-4791-8fc8-7dfea6e7d4f6,Bepergian ke Cina,Sepupu Alissa pergi mengunjungi Cina sepuluh tahun yang lalu.,Sementara dia di sana dia bertemu seorang wanita dan menikahinya.,Sejak itu dia merasa sangat kesepian dalam budaya yang berbeda.,Jadi dia menulis Alissa dan memintanya untuk mengunjunginya.,Alissa mengambil waktu liburannya untuk melakukan perjalanan ke Cina selama musim panas.
e2586318-c5ea-4708-823b-99c5883f500e,Mimpi,Tadi malam saya bermimpi tentang teman -teman lama saya dari gereja.,"Saya bermimpi mereka belum menikah, tetapi telah putus.",Saya ingat sedih.,Kemudian saya mendorong mereka untuk melakukan Mturk.,Itu adalah mimpi yang aneh.
ee5d6424-e791-4fda-909c-df9e1f66c24a,Pasangan yang sempurna,Saya mencari seseorang untuk berkencan.,Saya mencoba segalanya.,Dari situs kencan online hingga rekomendasi teman.,Tidak satu pun dari opsi ini bekerja dengan baik.,Mungkin saya harus kurang pilih -pilih.
53b8be96-2498-4587-a2ea-9baf34e84ebd,Terlalu pendek,Tim adalah pria pendek.,Dia mencoba kencan online.,Sayangnya banyak gadis meremehkan pendeknya.,Satu kencan lurus dibatalkan.,Tim benar -benar terluka karena dia tidak bisa mengubah banyak hal.
f95dd3d4-5032-451a-b1c8-b1c4fa3b0d8f,Break up,Tim dan Tina telah berkencan selama berbulan -bulan.,Segalanya berjalan baik tetapi Tim bergerak.,Mereka berdua tahu mereka tidak bisa menangani hubungan jarak jauh.,Tim dan Tina memutuskan untuk mengakhiri hal -hal dengan baik.,Mereka bisa tetap berteman.
752647a5-6327-4a4f-bd5c-bc24fea9aa24,Ponsel baru Angela,Suatu hari telepon Angela jatuh dari dompetnya dan hancur.,Dia patah hati.,Dia masuk ke mobilnya dan pergi ke bengkel.,Mereka tidak bisa memperbaiki teleponnya.,Angela akhirnya mendapatkan telepon baru.
7f5aaf8b-1bcf-481a-941d-ef70b8d95b6d,Janji pernikahan,Jenny berjanji untuk mencintai Marshall selamanya dalam sumpah pernikahannya.,"Tapi setelah sepuluh tahun, dia tidak bisa lagi.",Mereka selalu berkelahi.,Dia jahat padanya.,Solusinya satu -satunya adalah meminta perceraian.
aa57f469-0f01-40fe-b137-8a131ddbdafb,Mengatakan yang sebenarnya,Rekan kerja saya Ann sedang pulih dari akhir hubungan.,Dia berselingkuh dengan pria yang sudah menikah selama sepuluh tahun.,"Setelah dia memutuskan, dia memintanya untuk bijaksana.",Sebaliknya Ann memposting foto dan teks di FB.,Pria itu memintanya untuk berhenti tetapi dia mengatakan dia mengatakan yang sebenarnya.
704b3b01-9993-4cb8-958e-361b94b4a541,Cinta keibuan,Ibu Bob sangat jahat dan tidak pernah membuatnya merasa dicintai.,"Di masa dewasa, dia kesulitan mempercayai wanita.",Dia akhirnya menikah dengan Kate tetapi tidak yakin memiliki anak.,"Ketika dia hamil, Bob khawatir membuat anak bahagia.","Ketika dia melihat Kate menggendong bayi itu, memancarkan cinta, ketakutannya dibubarkan."
f9c06253-c285-4377-a2e2-ba84e249bb71,Kencan daring,Tom kesulitan menemukan gadis.,Dia memutuskan untuk mencoba kencan online.,Tidak ada yang benar -benar membalas iklannya.,Tom terlalu malu untuk memulai percakapan dengan orang lain.,Online berakhir sama buruknya dengan kehidupan nyata.
8a65609b-7e4e-489b-9d5a-17aed15d2f88,Pernikahan NYC,Adik teman saya Sue menikah selama akhir pekan.,"Itu adalah pernikahan pertamanya, pada usia 46.",Dia sangat menarik dan kami bertanya -tanya mengapa dia begitu lama.,Dia akhirnya menikah dengan pria yang sangat tampan.,Ada banyak foto FB yang bagus dari pernikahan.
6d3a7e61-2ee8-4b6a-9715-e7ecfad7123a,Pernikahan,Amanda akan menikah.,Dia bergegas dan merencanakan semua detail pernikahan.,"Ketika semuanya direncanakan, dia duduk kembali dan menikmati kesenangan dari itu semua.",Dia bersenang -senang saat mandi.,Dia tidak sabar untuk berjalan menyusuri lorong!
bb64b043-d715-4d17-89d8-75c09c52dc49,Kaya atau miskin,Gina ingin menikah dengan pria kaya.,Jadi dia sering mengunjungi lingkungan yang kaya untuk menariknya.,"Saat berada di kereta bawah tanah untuk sampai ke sana, dia bertemu Matt.","Dia miskin, tetapi jantungnya mulai berdetak lebih cepat.",Dia melepaskan mimpinya untuk menikahi seorang pria kaya untuk menikahi cinta.
7f724b95-ceae-4aa1-bb68-7543670ac988,Kencan daring,Stan bukan banyak wanita.,Dia tidak pernah punya pacar.,Dia memutuskan untuk membuat profil kencan online.,Dia bertemu dengan seorang gadis yang memiliki minat yang sama persis seperti dia.,Mereka jatuh cinta dan hidup bahagia selamanya.
122868a2-b8ff-4154-8278-afc30dfb1a8f,Akhirnya bebas dari penyalahgunaan,Angelique menikahi kekasih SMA -nya bernama Juan.,Juan selalu kasar padanya dan itu memburuk selama bertahun -tahun.,Selama bertahun -tahun mereka memiliki 4 anak bersama meskipun pelecehan Juan.,Angelique akhirnya bosan dan memutuskan untuk meninggalkan Juan suatu malam.,Sepuluh tahun kemudian dan Angelique masih bebas dari Juan dan pelecehannya.
8d05cb35-12de-4f74-abf4-090bbd1961b7,Parfum Paula,Paula sedang bersiap -siap untuk kencan besar.,Dia bertemu dengan seorang pria kaya dan mencoba menikah dengannya.,Dia mengenakan parfum favoritnya untuk merayu pria itu.,Parfum itu sukses dan orang itu melamar.,Paula sekarang akan menjalani kehidupan mewah.
127f0212-fdec-496d-9e44-ae05bfed77ef,Hubungan,John ingin punya pacar.,Dia menginginkan seseorang yang bisa dia percayai.,Dia memutuskan untuk mulai berkencan.,Dia bertemu dengan seorang gadis hebat.,Mereka memulai hubungan yang hebat bersama.
696f042e-e02f-4ba6-b23c-6969ee66d14d,Mari kita menikah,Di TK ada seorang gadis yang menyukai semua anak laki -laki.,Suatu hari dia memilih satu yang ingin dia nikahi.,Dia pulang dan mengambil dasi roti dari roti di dapurnya.,Hari berikutnya dia datang dengan itu dibentuk menjadi cincin.,Dia memaksanya ke jari yang dipilihnya dan mereka menikah.
cb5ff92d-75c1-487e-9b20-12ed1eee3925,Menambang berlian saya.,Max suatu hari bertemu Clara.,"Pasangan ini jatuh cinta dalam beberapa minggu, tidak dapat dipisahkan oleh apa pun.",Dia tahu dia perlu menikahinya tetapi ingin membuatnya istimewa.,"Jadi dia pergi ke tambang, dan mulai bekerja.",Tiga minggu kemudian dia berlutut dan menikahinya.
5b304af6-d883-49f3-b2cb-3524ebc53eab,Penyuluhan,Ina dan pacarnya Tio telah berkencan selama delapan tahun.,"Akhir -akhir ini semuanya sulit, jadi ketika dia mengajaknya keluar, dia menghela nafas.",Dia yakin mereka akan putus malam itu.,"Tetapi sebaliknya, Tio mengatakan dia ingin membuat segalanya bekerja dengan Ina!","Dia bilang dia sudah menjadwalkan, dan membayar, konseling pasangan!"
